"","agricola","total"
"2010-11-01",-0.161770691754966,-0.0153085433630538
"2010-12-01",0.705124129751315,0.0273570668722174
"2011-01-01",1.05419732016126,0.0427954039817775
"2011-02-01",1.01832669194321,0.0418601482835833
"2011-03-01",0.866749639382651,0.0442033952613397
"2011-04-01",0.786609656659195,0.0618636145862343
"2011-05-01",0.636674637528984,0.076424772679387
"2011-06-01",0.193618575642294,0.0618572101494008
"2011-07-01",-0.638909183083003,0.00381523245596993
"2011-08-01",-1.44935788365864,-0.0653109955368458
"2011-09-01",-1.69920141882874,-0.101447344113895
"2011-10-01",-1.05007170499149,-0.0753342847546538
"2011-11-01",0.0357672468388024,-0.0169706937171074
"2011-12-01",0.895893401993776,0.0288299515461317
"2012-01-01",1.04622707748974,0.0298819306706603
"2012-02-01",0.71605799708167,0.00451055164491353
"2012-03-01",0.313018236209197,-0.0163311204544643
"2012-04-01",0.139064775693319,-0.0104414662156278
"2012-05-01",0.0734542178804718,0.00937535111407179
"2012-06-01",-0.110231929501549,0.0215637226224841
"2012-07-01",-0.545348905281587,0.0112462994008899
"2012-08-01",-0.992998934515035,-0.00974122744570503
"2012-09-01",-1.12122098881393,-0.0228849068088639
"2012-10-01",-0.714689613445817,-0.015288527015909
"2012-11-01",-0.0246216483003614,0.00347316586280114
"2012-12-01",0.581130493077262,0.0182076863211487
"2013-01-01",0.832336238087172,0.0194680301269131
"2013-02-01",0.849252377910667,0.020789118143463
"2013-03-01",0.849757544674345,0.041451352508064
"2013-04-01",0.962443864945902,0.090105663625113
"2013-05-01",0.958757443057425,0.132885094967531
"2013-06-01",0.520857877782103,0.12529321827537
"2013-07-01",-0.499627407750502,0.0416447232359409
"2013-08-01",-1.57319969298533,-0.068501228674415
"2013-09-01",-2.00089243301095,-0.136774358032097
"2013-10-01",-1.33040101435706,-0.115933150314585
"2013-11-01",-0.0960685493179834,-0.0432511506036759
"2013-12-01",0.921099918370841,0.0228693311177538
"2014-01-01",1.15211550042157,0.0397605708945987
"2014-02-01",0.876053930336812,0.0276931888828399
"2014-03-01",0.584007097066791,0.0226723912662301
"2014-04-01",0.616266261712249,0.0482596988962199
"2014-05-01",0.70992017397602,0.0782418912950526
"2014-06-01",0.451256955711463,0.0739620626526696
"2014-07-01",-0.397851047888131,0.0119232773998951
"2014-08-01",-1.37319459826972,-0.0707315190689156
"2014-09-01",-1.83498023354034,-0.121699411118525
"2014-10-01",-1.35393856288938,-0.104901468534478
"2014-11-01",-0.342896479835685,-0.0491547027854605
"2014-12-01",0.574795051019511,0.000499889239059748
"2015-01-01",0.935177932758249,0.0119952641774119
"2015-02-01",0.911865539195607,0.00516019277911745
"2015-03-01",0.837864111829922,0.0127973993214958
"2015-04-01",0.932859260436293,0.0543249599771708
"2015-05-01",0.963254067896878,0.0956223584999838
"2015-06-01",0.582130985370594,0.0891844305390803
"2015-07-01",-0.389313044324154,0.00681584930897719
"2015-08-01",-1.45742311173104,-0.102439361714325
"2015-09-01",-1.96042981573424,-0.170227341489454
"2015-10-01",-1.4587786876124,-0.149047533512166
"2015-11-01",-0.401774988221888,-0.0748125994267215
"2015-12-01",0.53906108918647,-0.00428850541451015
"2016-01-01",0.869245161783952,0.0211551613888283
"2016-02-01",0.802436088430228,0.0217343300306477
"2016-03-01",0.729328538407067,0.0330613086040508
"2016-04-01",0.90562620216824,0.0768460106522643
"2016-05-01",1.04706885485551,0.119188771519012
"2016-06-01",0.734405292782645,0.112287531998144
"2016-07-01",-0.261481926632619,0.0278811893330663
"2016-08-01",-1.40917520155664,-0.0841275334345689
"2016-09-01",-1.98712316905178,-0.154294956813551
"2016-10-01",-1.50912685771303,-0.13437815032332
"2016-11-01",-0.430396862265698,-0.0609371795259189
"2016-12-01",0.558503831032314,0.00826714100595977
"2017-01-01",0.944120918420025,0.0315853258833415
"2017-02-01",0.921434826124179,0.0318132064521274
"2017-03-01",0.862534662868447,0.0478579432419375
"2017-04-01",1.01015177488869,0.102370548488649
"2017-05-01",1.08958645846955,0.152977441253168
"2017-06-01",0.696781247407845,0.141048892302657
"2017-07-01",-0.380191021646227,0.0323610377125164
"2017-08-01",-1.584736300629,-0.109686525208906
"2017-09-01",-2.16813023862343,-0.197288333845027
"2017-10-01",-1.63069650184611,-0.169543970448623
"2017-11-01",-0.468950825048208,-0.0731731967499294
"2017-12-01",0.571543039885508,0.0181991806514566
